ISIN,Name,Type,Region,Country,Country_Code,ETF_Provider,ETF_Subtype,Distribution,Currency_Name,Is_ADR,Page,Search_Key
AN8068571086,Schlumberger,Stock,Offshore/Islands,Netherlands Antilles,AN,,,Unknown,ANG,False,1,schlumberger
AT000000ETS9,Euro TeleSites,Stock,Europe,Austria,AT,,,Unknown,EUR,False,1,euro telesites
AT000000STR1,STRABAG,Stock,Europe,Austria,AT,,,Unknown,EUR,False,1,strabag
AT00000AMAG3,AMAG Austria Metall,Stock,Europe,Austria,AT,,,Unknown,EUR,False,1,amag austria metall
AT00000FACC2,FACC,Stock,Europe,Austria,AT,,,Unknown,EUR,False,1,facc
AT00000VIE62,Flughafen Wien,Stock,Europe,Austria,AT,,,Unknown,EUR,False,1,flughafen wien
AT0000606306,Raiffeisen Bank International,Stock,Europe,Austria,AT,,,Unknown,EUR,False,1,raiffeisen bank international
AT0000609607,PORR,Stock,Europe,Austria,AT,,,Unknown,EUR,False,1,porr
AT0000616701,ATHOS Immobilien,Stock,Europe,Austria,AT,,,Unknown,EUR,False,1,athos immobilien
AT0000625108,Oberbank,Stock,Europe,Austria,AT,,,Unknown,EUR,False,1,oberbank
AT0000625504,Bank für Tirol und Vorarlberg,Stock,Europe,Austria,AT,,,Unknown,EUR,False,1,bank für tirol und vorarlberg
AT0000641352,CA Immo,Stock,Europe,Austria,AT,,,Unknown,EUR,False,1,ca immo
AT0000644505,Lenzing,Stock,Europe,Austria,AT,,,Unknown,EUR,False,1,lenzing
AT0000652011,Erste Group Bank,Stock,Europe,Austria,AT,,,Unknown,EUR,False,1,erste group bank
AT0000720008,Telekom Austria,Stock,Europe,Austria,AT,,,Unknown,EUR,False,1,telekom austria
AT0000730007,Andritz,Stock,Europe,Austria,AT,,,Unknown,EUR,False,1,andritz
AT0000741053,EVN,Stock,Europe,Austria,AT,,,Unknown,EUR,False,1,evn
AT0000743059,OMV,Stock,Europe,Austria,AT,,,Unknown,EUR,False,1,omv
AT0000746409,VERBUND,Stock,Europe,Austria,AT,,,Unknown,EUR,False,1,verbund
AT0000758305,Palfinger,Stock,Europe,Austria,AT,,,Unknown,EUR,False,1,palfinger
AT0000785407,Fabasoft,Stock,Europe,Austria,AT,,,Unknown,EUR,False,1,fabasoft
AT0000785555,Semperit,Stock,Europe,Austria,AT,,,Unknown,EUR,False,1,semperit
AT0000815402,UBM Development,Stock,Europe,Austria,AT,,,Unknown,EUR,False,1,ubm development
AT0000818802,Do & Co,Stock,Europe,Austria,AT,,,Unknown,EUR,False,1,do & co
AT0000821103,UNIQA Insurance Group,Stock,Europe,Austria,AT,,,Unknown,EUR,False,1,uniqa insurance group
AT0000827209,Warimpex Finanz,Stock,Europe,Austria,AT,,,Unknown,EUR,False,1,warimpex finanz
AT0000831706,Wienerberger,Stock,Europe,Austria,AT,,,Unknown,EUR,False,1,wienerberger
AT0000834007,Wolford,Stock,Europe,Austria,AT,,,Unknown,EUR,False,1,wolford
AT0000837307,Zumtobel,Stock,Europe,Austria,AT,,,Unknown,EUR,False,1,zumtobel
AT0000908504,Vienna Insurance,Stock,Europe,Austria,AT,,,Unknown,EUR,False,1,vienna insurance
AT0000922554,Rosenbauer,Stock,Europe,Austria,AT,,,Unknown,EUR,False,1,rosenbauer
AT0000937503,Voestalpine,Stock,Europe,Austria,AT,,,Unknown,EUR,False,1,voestalpine
AT0000938204,Mayr Melnhof Karton,Stock,Europe,Austria,AT,,,Unknown,EUR,False,1,mayr melnhof karton
AT0000946652,SBO,Stock,Europe,Austria,AT,,,Unknown,EUR,False,1,sbo
AT0000969985,AT&S,Stock,Europe,Austria,AT,,,Unknown,EUR,False,2,at&s
AT0000A00XX9,Polytec Holding,Stock,Europe,Austria,AT,,,Unknown,EUR,False,2,polytec holding
AT0000A0E9W5,Kontron,Stock,Europe,Austria,AT,,,Unknown,EUR,False,2,kontron
AT0000A21KS2,Immofinanz,Stock,Europe,Austria,AT,,,Unknown,EUR,False,2,immofinanz
AT0000A25NJ6,Wolftank-Adisa,Stock,Europe,Austria,AT,,,Unknown,EUR,False,2,wolftank-adisa
AT0000A325L0,Austriacard Holdings,Stock,Europe,Austria,AT,,,Unknown,EUR,False,2,austriacard holdings
AT0000A38M45,Cleen Energy,Stock,Europe,Austria,AT,,,Unknown,EUR,False,2,cleen energy
AT0000A3EPA4,ams-OSRAM,Stock,Europe,Austria,AT,,,Unknown,EUR,False,2,ams-osram
AT0000A3FW25,Steyr Motors,Stock,Europe,Austria,AT,,,Unknown,EUR,False,2,steyr motors
AT0000APOST4,Oesterreichische Post,Stock,Europe,Austria,AT,,,Unknown,EUR,False,2,oesterreichische post
AT0000BAWAG2,BAWAG Group,Stock,Europe,Austria,AT,,,Unknown,EUR,False,2,bawag group
AT0000KTMI02,Pierer Mobility,Stock,Europe,Austria,AT,,,Unknown,EUR,False,2,pierer mobility
AT000ADDIKO0,Addiko Bank,Stock,Europe,Austria,AT,,,Unknown,EUR,False,2,addiko bank
AT000AGRANA3,Agrana,Stock,Europe,Austria,AT,,,Unknown,EUR,False,2,agrana
AT000KAPSCH9,Kapsch Trafficcom,Stock,Europe,Austria,AT,,,Unknown,EUR,False,2,kapsch trafficcom
ATFREQUENT09,Frequentis,Stock,Europe,Austria,AT,,,Unknown,EUR,False,2,frequentis
ATMARINOMED6,Marinomed Biotech,Stock,Europe,Austria,AT,,,Unknown,EUR,False,2,marinomed biotech
AU0000001661,Raiden Resources,Stock,Asia-Pacific,Australia,AU,,,Unknown,AUD,False,2,raiden resources
AU0000003816,ClearVue Technologies,Stock,Asia-Pacific,Australia,AU,,,Unknown,AUD,False,2,clearvue technologies
AU0000003PL9,3P Learning,Stock,Asia-Pacific,Australia,AU,,,Unknown,AUD,False,2,3p learning
AU0000005159,Jupiter Mines,Stock,Asia-Pacific,Australia,AU,,,Unknown,AUD,False,2,jupiter mines
AU0000007627,Infinity Lithium,Stock,Asia-Pacific,Australia,AU,,,Unknown,AUD,False,2,infinity lithium
AU00000088E2,88 Energy,Stock,Asia-Pacific,Australia,AU,,,Unknown,AUD,False,2,88 energy
AU0000009771,Unibail-Rodamco-Westfield SE,Stock,Asia-Pacific,Australia,AU,,,Unknown,AUD,False,2,unibail-rodamco-westfield se
AU000000AAC9,Australian Agricultural,Stock,Asia-Pacific,Australia,AU,,,Unknown,AUD,False,2,australian agricultural
AU000000AC89,AusCann Group Holdings,Stock,Asia-Pacific,Australia,AU,,,Unknown,AUD,False,2,auscann group holdings
AU000000ADH2,Adairs,Stock,Asia-Pacific,Australia,AU,,,Unknown,AUD,False,2,adairs
AU000000ADX9,ADX Energy,Stock,Asia-Pacific,Australia,AU,,,Unknown,AUD,False,2,adx energy
AU000000ADY7,Admiralty Resources,Stock,Asia-Pacific,Australia,AU,,,Unknown,AUD,False,2,admiralty resources
AU000000AEE7,Aura Energy,Stock,Asia-Pacific,Australia,AU,,,Unknown,AUD,False,2,aura energy
AU000000AGL7,AGL Energy,Stock,Asia-Pacific,Australia,AU,,,Unknown,AUD,False,2,agl energy
AU000000AGR4,Aguia Resources,Stock,Asia-Pacific,Australia,AU,,,Unknown,AUD,False,2,aguia resources
AU000000AGY0,Argosy Minerals,Stock,Asia-Pacific,Australia,AU,,,Unknown,AUD,False,2,argosy minerals
AU000000AJX6,Alexium International,Stock,Asia-Pacific,Australia,AU,,,Unknown,AUD,False,2,alexium international
AU000000AKP0,Audio Pixels Holdings,Stock,Asia-Pacific,Australia,AU,,,Unknown,AUD,False,2,audio pixels holdings
AU000000ALI3,Argo Global,Stock,Asia-Pacific,Australia,AU,,,Unknown,AUD,False,2,argo global
AU000000ALK9,Alkana Resources,Stock,Asia-Pacific,Australia,AU,,,Unknown,AUD,False,2,alkana resources
AU000000ALL7,Aristocrat Leisure,Stock,Asia-Pacific,Australia,AU,,,Unknown,AUD,False,2,aristocrat leisure
AU000000ALQ6,ALS,Stock,Asia-Pacific,Australia,AU,,,Unknown,AUD,False,2,als
AU000000ALY0,Alchemy Resources,Stock,Asia-Pacific,Australia,AU,,,Unknown,AUD,False,3,alchemy resources
AU000000AMA8,AMA Group,Stock,Asia-Pacific,Australia,AU,,,Unknown,AUD,False,3,ama group
AU000000AMC4,Amcor,Stock,Asia-Pacific,Australia,AU,,,Unknown,AUD,False,3,amcor
AU000000AMI1,Aurelia Metals,Stock,Asia-Pacific,Australia,AU,,,Unknown,AUD,False,3,aurelia metals
AU000000AMP6,AMP,Stock,Asia-Pacific,Australia,AU,,,Unknown,AUD,False,3,amp
AU000000ANG3,Austin Engineering,Stock,Asia-Pacific,Australia,AU,,,Unknown,AUD,False,3,austin engineering
AU000000ANN9,Ansell,Stock,Asia-Pacific,Australia,AU,,,Unknown,AUD,False,3,ansell
AU000000ANO7,Advance NanoTek,Stock,Asia-Pacific,Australia,AU,,,Unknown,AUD,False,3,advance nanotek
AU000000ANZ3,Australia & NZ Banking Group,Stock,Asia-Pacific,Australia,AU,,,Unknown,AUD,False,3,australia & nz banking group
AU000000AON7,Apollo Minerals,Stock,Asia-Pacific,Australia,AU,,,Unknown,AUD,False,3,apollo minerals
AU000000APA1,APA Group,Stock,Asia-Pacific,Australia,AU,,,Unknown,AUD,False,3,apa group
AU000000APX3,Appen,Stock,Asia-Pacific,Australia,AU,,,Unknown,AUD,False,3,appen
AU000000APZ8,Aspen Group,Stock,Asia-Pacific,Australia,AU,,,Unknown,AUD,False,3,aspen group
AU000000ARL4,Ardea Resources,Stock,Asia-Pacific,Australia,AU,,,Unknown,AUD,False,3,ardea resources
AU000000ARU5,Arafura Resources,Stock,Asia-Pacific,Australia,AU,,,Unknown,AUD,False,3,arafura resources
AU000000ARV3,Artemis Resources,Stock,Asia-Pacific,Australia,AU,,,Unknown,AUD,False,3,artemis resources
AU000000ASB3,Austal,Stock,Asia-Pacific,Australia,AU,,,Unknown,AUD,False,3,austal
AU000000ASN8,Anson Resources,Stock,Asia-Pacific,Australia,AU,,,Unknown,AUD,False,3,anson resources
AU000000ASP3,Aspermont,Stock,Asia-Pacific,Australia,AU,,,Unknown,AUD,False,3,aspermont
AU000000ASX7,ASX,Stock,Asia-Pacific,Australia,AU,,,Unknown,AUD,False,3,asx
AU000000ATC9,Altech Chemicals,Stock,Asia-Pacific,Australia,AU,,,Unknown,AUD,False,3,altech chemicals
AU000000AUB9,AUB,Stock,Asia-Pacific,Australia,AU,,,Unknown,AUD,False,3,aub
AU000000AUC7,Ausgold,Stock,Asia-Pacific,Australia,AU,,,Unknown,AUD,False,3,ausgold
AU000000AUZ8,Australian Mines,Stock,Asia-Pacific,Australia,AU,,,Unknown,AUD,False,3,australian mines
AU000000AVG6,Australian Vintage,Stock,Asia-Pacific,Australia,AU,,,Unknown,AUD,False,3,australian vintage
AU000000AVH4,AVITA Medical,Stock,Asia-Pacific,Australia,AU,,,Unknown,AUD,False,3,avita medical
AU000000AVL6,Australian Vanadium,Stock,Asia-Pacific,Australia,AU,,,Unknown,AUD,False,3,australian vanadium
AU000000AXE7,Archer Materials,Stock,Asia-Pacific,Australia,AU,,,Unknown,AUD,False,3,archer materials
AU000000AZI3,Altamin,Stock,Asia-Pacific,Australia,AU,,,Unknown,AUD,False,3,altamin
AU000000AZJ1,Aurizon Holdings,Stock,Asia-Pacific,Australia,AU,,,Unknown,AUD,False,3,aurizon holdings
AU000000BAP9,Bapcor,Stock,Asia-Pacific,Australia,AU,,,Unknown,AUD,False,3,bapcor
AU000000BCI0,BCI Minerals,Stock,Asia-Pacific,Australia,AU,,,Unknown,AUD,False,3,bci minerals
AU000000BEN6,Bendigo Bank,Stock,Asia-Pacific,Australia,AU,,,Unknown,AUD,False,3,bendigo bank
AU000000BGA8,Bega Cheese,Stock,Asia-Pacific,Australia,AU,,,Unknown,AUD,False,3,bega cheese
AU000000BHP4,BHP Billiton,Stock,Asia-Pacific,Australia,AU,,,Unknown,AUD,False,3,bhp billiton
AU000000BKY0,Berkeley Energía,Stock,Asia-Pacific,Australia,AU,,,Unknown,AUD,False,3,berkeley energía
AU000000BMN9,Bannerman Resources,Stock,Asia-Pacific,Australia,AU,,,Unknown,AUD,False,3,bannerman resources
AU000000BNR8,Bulletin Resources,Stock,Asia-Pacific,Australia,AU,,,Unknown,AUD,False,3,bulletin resources
AU000000BOE4,Boss Energy,Stock,Asia-Pacific,Australia,AU,,,Unknown,AUD,False,3,boss energy
AU000000BOQ8,Bank of Queensland,Stock,Asia-Pacific,Australia,AU,,,Unknown,AUD,False,4,bank of queensland
AU000000BPT9,Beach Energy,Stock,Asia-Pacific,Australia,AU,,,Unknown,AUD,False,4,beach energy
AU000000BRG2,Breville,Stock,Asia-Pacific,Australia,AU,,,Unknown,AUD,False,4,breville
AU000000BRK4,Brookside Energy,Stock,Asia-Pacific,Australia,AU,,,Unknown,AUD,False,4,brookside energy
AU000000BRN8,Brainchip Holdings,Stock,Asia-Pacific,Australia,AU,,,Unknown,AUD,False,4,brainchip holdings
AU000000BSL0,BlueScope Steel,Stock,Asia-Pacific,Australia,AU,,,Unknown,AUD,False,4,bluescope steel
AU000000BSX5,Blackstone Minerals,Stock,Asia-Pacific,Australia,AU,,,Unknown,AUD,False,4,blackstone minerals
AU000000BUX1,Buxton Resources,Stock,Asia-Pacific,Australia,AU,,,Unknown,AUD,False,4,buxton resources
AU000000BVS9,Bravura Solutions,Stock,Asia-Pacific,Australia,AU,,,Unknown,AUD,False,4,bravura solutions
AU000000BWP3,BWP Trust,Stock,Asia-Pacific,Australia,AU,,,Unknown,AUD,False,4,bwp trust
AU000000BXB1,Brambles,Stock,Asia-Pacific,Australia,AU,,,Unknown,AUD,False,4,brambles
AU000000CAN2,Cann Group,Stock,Asia-Pacific,Australia,AU,,,Unknown,AUD,False,4,cann group
AU000000CAR3,Car Group,Stock,Asia-Pacific,Australia,AU,,,Unknown,AUD,False,4,car group
AU000000CAV5,Carnavale Resources,Stock,Asia-Pacific,Australia,AU,,,Unknown,AUD,False,4,carnavale resources
AU000000CBA7,Commonwealth Bank,Stock,Asia-Pacific,Australia,AU,,,Unknown,AUD,False,4,commonwealth bank
AU000000CCE7,Carnegie Clean Energy,Stock,Asia-Pacific,Australia,AU,,,Unknown,AUD,False,4,carnegie clean energy
AU000000CCP3,Credit Corp,Stock,Asia-Pacific,Australia,AU,,,Unknown,AUD,False,4,credit corp
AU000000CDA3,Codan,Stock,Asia-Pacific,Australia,AU,,,Unknown,AUD,False,4,codan
AU000000CDD7,Cardno,Stock,Asia-Pacific,Australia,AU,,,Unknown,AUD,False,4,cardno
AU000000CGF5,Challenger,Stock,Asia-Pacific,Australia,AU,,,Unknown,AUD,False,4,challenger
AU000000CHN7,Chalice Mining,Stock,Asia-Pacific,Australia,AU,,,Unknown,AUD,False,4,chalice mining
AU000000CIA2,Champion Iron,Stock,Asia-Pacific,Australia,AU,,,Unknown,AUD,False,4,champion iron
AU000000CKF7,Collins Foods,Stock,Asia-Pacific,Australia,AU,,,Unknown,AUD,False,4,collins foods
AU000000CLA6,Celsius Resources,Stock,Asia-Pacific,Australia,AU,,,Unknown,AUD,False,4,celsius resources
AU000000CLZ3,Classic Minerals,Stock,Asia-Pacific,Australia,AU,,,Unknown,AUD,False,4,classic minerals
AU000000CMM9,Capricorn Metal,Stock,Asia-Pacific,Australia,AU,,,Unknown,AUD,False,4,capricorn metal
AU000000CMW8,Cromwell Property,Stock,Asia-Pacific,Australia,AU,,,Unknown,AUD,False,4,cromwell property
AU000000CNJ3,Conico,Stock,Asia-Pacific,Australia,AU,,,Unknown,AUD,False,4,conico
AU000000COB8,Cobalt Blue,Stock,Asia-Pacific,Australia,AU,,,Unknown,AUD,False,4,cobalt blue
AU000000COH5,Cochlear,Stock,Asia-Pacific,Australia,AU,,,Unknown,AUD,False,4,cochlear
AU000000CPU5,Computershare,Stock,Asia-Pacific,Australia,AU,,,Unknown,AUD,False,4,computershare
AU000000CQR9,Charter Hall Retail,Stock,Asia-Pacific,Australia,AU,,,Unknown,AUD,False,4,charter hall retail
AU000000CSL8,CSL,Stock,Asia-Pacific,Australia,AU,,,Unknown,AUD,False,4,csl
AU000000CTD3,Corporate Travel Management,Stock,Asia-Pacific,Australia,AU,,,Unknown,AUD,False,4,corporate travel management
AU000000CTO0,Citigold,Stock,Asia-Pacific,Australia,AU,,,Unknown,AUD,False,4,citigold
AU000000CTP7,Central Petroleum,Stock,Asia-Pacific,Australia,AU,,,Unknown,AUD,False,4,central petroleum
AU000000CUV3,Clinuvel Pharmaceuticals,Stock,Asia-Pacific,Australia,AU,,,Unknown,AUD,False,4,clinuvel pharmaceuticals
AU000000CWY3,Cleanaway Waste Management,Stock,Asia-Pacific,Australia,AU,,,Unknown,AUD,False,4,cleanaway waste management
AU000000CXO2,Core Lithium,Stock,Asia-Pacific,Australia,AU,,,Unknown,AUD,False,4,core lithium
AU000000CXU9,Cauldron Energy,Stock,Asia-Pacific,Australia,AU,,,Unknown,AUD,False,5,cauldron energy
AU000000DCC9,DigitalX,Stock,Asia-Pacific,Australia,AU,,,Unknown,AUD,False,5,digitalx
AU000000DDR5,Dicker Data,Stock,Asia-Pacific,Australia,AU,,,Unknown,AUD,False,5,dicker data
AU000000DEM4,De.Mem,Stock,Asia-Pacific,Australia,AU,,,Unknown,AUD,False,5,de.mem
AU000000DMP0,Domino's Pizza Enterprise,Stock,Asia-Pacific,Australia,AU,,,Unknown,AUD,False,5,domino's pizza enterprise
AU000000DNK9,Danakali,Stock,Asia-Pacific,Australia,AU,,,Unknown,AUD,False,5,danakali
AU000000DOW2,Downer EDI,Stock,Asia-Pacific,Australia,AU,,,Unknown,AUD,False,5,downer edi
AU000000DRO2,DroneShield,Stock,Asia-Pacific,Australia,AU,,,Unknown,AUD,False,5,droneshield
AU000000DTL4,Data#3,Stock,Asia-Pacific,Australia,AU,,,Unknown,AUD,False,5,data#3
AU000000DTZ4,Dotz Nano,Stock,Asia-Pacific,Australia,AU,,,Unknown,AUD,False,5,dotz nano
AU000000DUB3,Dubber,Stock,Asia-Pacific,Australia,AU,,,Unknown,AUD,False,5,dubber
AU000000DXS1,Dexus,Stock,Asia-Pacific,Australia,AU,,,Unknown,AUD,False,5,dexus
AU000000DYL4,Deep Yellow,Stock,Asia-Pacific,Australia,AU,,,Unknown,AUD,False,5,deep yellow
AU000000EHL7,Emeco Holdings,Stock,Asia-Pacific,Australia,AU,,,Unknown,AUD,False,5,emeco holdings
AU000000ELD6,Elders,Stock,Asia-Pacific,Australia,AU,,,Unknown,AUD,False,5,elders
AU000000ELT2,Elementos,Stock,Asia-Pacific,Australia,AU,,,Unknown,AUD,False,5,elementos
AU000000EMH5,European Metal,Stock,Asia-Pacific,Australia,AU,,,Unknown,AUD,False,5,european metal
AU000000EML7,EML Payments,Stock,Asia-Pacific,Australia,AU,,,Unknown,AUD,False,5,eml payments
AU000000EOS8,Electro Optic System Holdings,Stock,Asia-Pacific,Australia,AU,,,Unknown,AUD,False,5,electro optic system holdings
AU000000EPM8,Eclipse Metals,Stock,Asia-Pacific,Australia,AU,,,Unknown,AUD,False,5,eclipse metals
AU000000EQX3,Equatorial Resources,Stock,Asia-Pacific,Australia,AU,,,Unknown,AUD,False,5,equatorial resources
AU000000ERA9,Energy Resources,Stock,Asia-Pacific,Australia,AU,,,Unknown,AUD,False,5,energy resources
AU000000ERM4,Emmerson Resources,Stock,Asia-Pacific,Australia,AU,,,Unknown,AUD,False,5,emmerson resources
AU000000EUR7,European Lithium,Stock,Asia-Pacific,Australia,AU,,,Unknown,AUD,False,5,european lithium
AU000000EVN4,Evolution Mining,Stock,Asia-Pacific,Australia,AU,,,Unknown,AUD,False,5,evolution mining
AU000000EVT1,Event Hospitality & Entmt,Stock,Asia-Pacific,Australia,AU,,,Unknown,AUD,False,5,event hospitality & entmt
AU000000EXL4,Elixinol Global,Stock,Asia-Pacific,Australia,AU,,,Unknown,AUD,False,5,elixinol global
AU000000EZL9,Euroz Hartleys Group,Stock,Asia-Pacific,Australia,AU,,,Unknown,AUD,False,5,euroz hartleys group
AU000000FBR4,FBR,Stock,Asia-Pacific,Australia,AU,,,Unknown,AUD,False,5,fbr
AU000000FGR3,First Graphene,Stock,Asia-Pacific,Australia,AU,,,Unknown,AUD,False,5,first graphene
AU000000FLC5,Fluence,Stock,Asia-Pacific,Australia,AU,,,Unknown,AUD,False,5,fluence
AU000000FLT9,Flight Centre Travel,Stock,Asia-Pacific,Australia,AU,,,Unknown,AUD,False,5,flight centre travel
AU000000FMG4,Fortescue Metals,Stock,Asia-Pacific,Australia,AU,,,Unknown,AUD,False,5,fortescue metals
AU000000FML4,Focus Minerals,Stock,Asia-Pacific,Australia,AU,,,Unknown,AUD,False,5,focus minerals
AU000000FZR3,Fitzroy River,Stock,Asia-Pacific,Australia,AU,,,Unknown,AUD,False,5,fitzroy river
AU000000GBE0,Globe Metals & Mining,Stock,Asia-Pacific,Australia,AU,,,Unknown,AUD,False,5,globe metals & mining
AU000000GBZ5,GBM Resources,Stock,Asia-Pacific,Australia,AU,,,Unknown,AUD,False,5,gbm resources
AU000000GEM7,G8 Education,Stock,Asia-Pacific,Australia,AU,,,Unknown,AUD,False,5,g8 education
AU000000GMD9,Genesis Minerals,Stock,Asia-Pacific,Australia,AU,,,Unknown,AUD,False,5,genesis minerals
AU000000GMG2,Goodman Group,Stock,Asia-Pacific,Australia,AU,,,Unknown,AUD,False,6,goodman group
AU000000GNC9,Graincorp,Stock,Asia-Pacific,Australia,AU,,,Unknown,AUD,False,6,graincorp
AU000000GOZ8,Growthpoint Properties,Stock,Asia-Pacific,Australia,AU,,,Unknown,AUD,False,6,growthpoint properties
AU000000GPT8,GPT,Stock,Asia-Pacific,Australia,AU,,,Unknown,AUD,False,6,gpt
AU000000GRR8,Grange Resources,Stock,Asia-Pacific,Australia,AU,,,Unknown,AUD,False,6,grange resources
AU000000GTG7,Genetic Technologies,Stock,Asia-Pacific,Australia,AU,,,Unknown,AUD,False,6,genetic technologies
AU000000HAS0,Hastins Technology,Stock,Asia-Pacific,Australia,AU,,,Unknown,AUD,False,6,hastins technology
AU000000HAV4,Havilah Resources,Stock,Asia-Pacific,Australia,AU,,,Unknown,AUD,False,6,havilah resources
AU000000HFR1,Highfield Resources,Stock,Asia-Pacific,Australia,AU,,,Unknown,AUD,False,6,highfield resources
AU000000HLO6,Helloworld Travel,Stock,Asia-Pacific,Australia,AU,,,Unknown,AUD,False,6,helloworld travel
AU000000HMX5,Hammer Metals,Stock,Asia-Pacific,Australia,AU,,,Unknown,AUD,False,6,hammer metals
AU000000HRN5,Horizon Gold,Stock,Asia-Pacific,Australia,AU,,,Unknown,AUD,False,6,horizon gold
AU000000HSN3,Hansen Technologies,Stock,Asia-Pacific,Australia,AU,,,Unknown,AUD,False,6,hansen technologies
AU000000HUB4,HUB24,Stock,Asia-Pacific,Australia,AU,,,Unknown,AUD,False,6,hub24
AU000000HVN7,Harvey Norman,Stock,Asia-Pacific,Australia,AU,,,Unknown,AUD,False,6,harvey norman
AU000000HZN8,Horizon Oil,Stock,Asia-Pacific,Australia,AU,,,Unknown,AUD,False,6,horizon oil
AU000000HZR9,Hazer Group,Stock,Asia-Pacific,Australia,AU,,,Unknown,AUD,False,6,hazer group
AU000000IAG3,Insurance Australia Group,Stock,Asia-Pacific,Australia,AU,,,Unknown,AUD,False,6,insurance australia group
AU000000IEL5,IDP Education,Stock,Asia-Pacific,Australia,AU,,,Unknown,AUD,False,6,idp education
AU000000IFL2,Insignia Financial,Stock,Asia-Pacific,Australia,AU,,,Unknown,AUD,False,6,insignia financial
AU000000IGO4,IGO,Stock,Asia-Pacific,Australia,AU,,,Unknown,AUD,False,6,igo
AU000000ILU1,Iluka Resources,Stock,Asia-Pacific,Australia,AU,,,Unknown,AUD,False,6,iluka resources
AU000000IMA1,Image Resources,Stock,Asia-Pacific,Australia,AU,,,Unknown,AUD,False,6,image resources
AU000000IMD5,Imdex,Stock,Asia-Pacific,Australia,AU,,,Unknown,AUD,False,6,imdex
AU000000IMM6,Immutep,Stock,Asia-Pacific,Australia,AU,,,Unknown,AUD,False,6,immutep
AU000000ING6,Inghams Group,Stock,Asia-Pacific,Australia,AU,,,Unknown,AUD,False,6,inghams group
AU000000IPH9,IPH,Stock,Asia-Pacific,Australia,AU,,,Unknown,AUD,False,6,iph
AU000000IPL1,Incitec Pivot,Stock,Asia-Pacific,Australia,AU,,,Unknown,AUD,False,6,incitec pivot
AU000000IRE2,Iress,Stock,Asia-Pacific,Australia,AU,,,Unknown,AUD,False,6,iress
AU000000IVR6,Investitagor,Stock,Asia-Pacific,Australia,AU,,,Unknown,AUD,False,6,investitagor
AU000000JBH7,JB Hi-Fi,Stock,Asia-Pacific,Australia,AU,,,Unknown,AUD,False,6,jb hi-fi
AU000000JHX1,James Hardie,Stock,Asia-Pacific,Australia,AU,,,Unknown,AUD,False,6,james hardie
AU000000JIN0,Jumbo Interactive,Stock,Asia-Pacific,Australia,AU,,,Unknown,AUD,False,6,jumbo interactive
AU000000JPR6,Jupiter Energy,Stock,Asia-Pacific,Australia,AU,,,Unknown,AUD,False,6,jupiter energy
AU000000KAI5,Kairos Minerals,Stock,Asia-Pacific,Australia,AU,,,Unknown,AUD,False,6,kairos minerals
AU000000KAR6,Karoon Gas,Stock,Asia-Pacific,Australia,AU,,,Unknown,AUD,False,6,karoon gas
AU000000KCN1,Kingsgate,Stock,Asia-Pacific,Australia,AU,,,Unknown,AUD,False,6,kingsgate
AU000000KGL6,Kgl Resources,Stock,Asia-Pacific,Australia,AU,,,Unknown,AUD,False,6,kgl resources
AU000000KGN2,Kogan.com,Stock,Asia-Pacific,Australia,AU,,,Unknown,AUD,False,6,kogan.com
AU000000KP25,Kore Potash,Stock,Asia-Pacific,Australia,AU,,,Unknown,AUD,False,7,kore potash
AU000000KPO1,Kalina Power,Stock,Asia-Pacific,Australia,AU,,,Unknown,AUD,False,7,kalina power
AU000000KSN7,Kingston Resources,Stock,Asia-Pacific,Australia,AU,,,Unknown,AUD,False,7,kingston resources
AU000000KZR3,Kalamazoo Resources,Stock,Asia-Pacific,Australia,AU,,,Unknown,AUD,False,7,kalamazoo resources
AU000000LIT3,LIVIUM,Stock,Asia-Pacific,Australia,AU,,,Unknown,AUD,False,7,livium
AU000000LKE1,Lake Resources,Stock,Asia-Pacific,Australia,AU,,,Unknown,AUD,False,7,lake resources
AU000000LLC3,Lendlease Group,Stock,Asia-Pacific,Australia,AU,,,Unknown,AUD,False,7,lendlease group
AU000000LMG2,Latrobe Magnesium,Stock,Asia-Pacific,Australia,AU,,,Unknown,AUD,False,7,latrobe magnesium
AU000000LOM6,Lucapa Diamond,Stock,Asia-Pacific,Australia,AU,,,Unknown,AUD,False,7,lucapa diamond
AU000000LOV7,Lovisa,Stock,Asia-Pacific,Australia,AU,,,Unknown,AUD,False,7,lovisa
AU000000LSA2,Lachlan Star,Stock,Asia-Pacific,Australia,AU,,,Unknown,AUD,False,7,lachlan star
AU000000LTR4,Liontown Resources,Stock,Asia-Pacific,Australia,AU,,,Unknown,AUD,False,7,liontown resources
AU000000LYC6,Lynas Rare Earths,Stock,Asia-Pacific,Australia,AU,,,Unknown,AUD,False,7,lynas rare earths
AU000000LYL7,Lycopodium,Stock,Asia-Pacific,Australia,AU,,,Unknown,AUD,False,7,lycopodium
AU000000MAT8,Matsa Resources,Stock,Asia-Pacific,Australia,AU,,,Unknown,AUD,False,7,matsa resources
AU000000MCM9,MC Mining,Stock,Asia-Pacific,Australia,AU,,,Unknown,AUD,False,7,mc mining
AU000000MEM5,Memphasys,Stock,Asia-Pacific,Australia,AU,,,Unknown,AUD,False,7,memphasys
AU000000MFG4,Magellan Financial Grp,Stock,Asia-Pacific,Australia,AU,,,Unknown,AUD,False,7,magellan financial grp
